top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_event_ids,selected_event_titles,selected_event_scores,gold_event_ids,supporting_event_recall,task_status_accuracy,top1_accuracy,top3_recall,NDCG@3,token_cost,llm_can_answer
3,u002,u002_q001,task,task_priority,今天上线前我最该盯住什么？,proposed_TMT_decay_event_memory,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,1.0|0.765247|0.536547,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
1,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_only,u002_e001,Beta Launch Checklist,0.686812,u002_e001|u002_e002,0.5,0.5,1.0,0.5,0.7039180890341347,92,0.0
1,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,similarity_only,u002_e001,Beta Launch Checklist,0.045455,u002_e001|u002_e002,0.5,0.5,1.0,0.5,0.7039180890341347,92,0.0
1,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_similarity_hybrid,u002_e001,Beta Launch Checklist,0.334065,u002_e001|u002_e002,0.5,0.5,1.0,0.5,0.7039180890341347,92,0.0
1,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,proposed_TMT_decay_event_memory,u002_e001,Beta Launch Checklist,1.0,u002_e001|u002_e002,0.5,0.5,1.0,0.5,0.7039180890341347,92,0.0
2,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_only,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,0.686812|0.502134,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,190,1.0
2,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,similarity_only,u002_e001|u002_e003,Beta Launch Checklist|Weekly Stakeholder Update,0.045455|0.037736,u002_e001|u002_e002,0.5,0.5,1.0,0.5,0.7039180890341347,187,0.0
2,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_similarity_hybrid,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,0.334065|0.23596,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,190,1.0
2,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,proposed_TMT_decay_event_memory,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,1.0|0.776963,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,190,1.0
3,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_only,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.686812|0.502134|0.344991,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
3,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,similarity_only,u002_e001|u002_e003|u002_e002,Beta Launch Checklist|Weekly Stakeholder Update|Customer Interview Notes,0.045455|0.037736|0.018182,u002_e001|u002_e002,1.0,1.0,1.0,1.0,0.9385574520455129,285,1.0
3,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_similarity_hybrid,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.334065|0.23596|0.176001,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
3,u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,proposed_TMT_decay_event_memory,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,1.0|0.776963|0.54164,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
1,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_only,u002_e001,Beta Launch Checklist,0.686812,u002_e003|u002_e001,0.5,,1.0,0.5,0.46927872602275644,92,0.0
1,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,similarity_only,u002_e003,Weekly Stakeholder Update,0.036364,u002_e003|u002_e001,0.5,,1.0,0.5,0.7039180890341347,96,0.0
1,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_similarity_hybrid,u002_e001,Beta Launch Checklist,0.320768,u002_e003|u002_e001,0.5,,1.0,0.5,0.46927872602275644,92,0.0
1,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,proposed_TMT_decay_event_memory,u002_e001,Beta Launch Checklist,0.987012,u002_e003|u002_e001,0.5,,1.0,0.5,0.46927872602275644,92,0.0
2,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_only,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,0.686812|0.502134,u002_e003|u002_e001,0.5,,1.0,0.5,0.46927872602275644,190,0.0
2,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,similarity_only,u002_e003|u002_e001,Weekly Stakeholder Update|Beta Launch Checklist,0.036364|0.021277,u002_e003|u002_e001,1.0,,1.0,1.0,1.0,187,1.0
2,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_similarity_hybrid,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,0.320768|0.22596,u002_e003|u002_e001,0.5,,1.0,0.5,0.46927872602275644,190,0.0
2,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,proposed_TMT_decay_event_memory,u002_e001|u002_e003,Beta Launch Checklist|Weekly Stakeholder Update,0.987012|0.761224,u002_e003|u002_e001,1.0,,1.0,1.0,0.9134015924715543,187,1.0
3,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_only,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.686812|0.502134|0.344991,u002_e003|u002_e001,1.0,,1.0,1.0,0.8212377705398237,285,1.0
3,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,similarity_only,u002_e003|u002_e001|u002_e002,Weekly Stakeholder Update|Beta Launch Checklist|Customer Interview Notes,0.036364|0.021277|0.0,u002_e003|u002_e001,1.0,,1.0,1.0,1.0,285,1.0
3,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_similarity_hybrid,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.320768|0.22596|0.175246,u002_e003|u002_e001,1.0,,1.0,1.0,0.8212377705398237,285,1.0
3,u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,proposed_TMT_decay_event_memory,u002_e001|u002_e003|u002_e002,Beta Launch Checklist|Weekly Stakeholder Update|Customer Interview Notes,0.987012|0.761224|0.7563,u002_e003|u002_e001,1.0,,1.0,1.0,0.9134015924715543,285,1.0
1,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_only,u002_e001,Beta Launch Checklist,0.686812,u002_e001|u002_e002|u002_e003,0.3333333333333333,,1.0,0.3333333333333333,0.3393978490514598,92,0.0
1,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,similarity_only,u002_e003,Weekly Stakeholder Update,0.03125,u002_e001|u002_e002|u002_e003,0.3333333333333333,,1.0,0.3333333333333333,0.5090967735771897,96,0.0
1,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_similarity_hybrid,u002_e001,Beta Launch Checklist,0.318887,u002_e001|u002_e002|u002_e003,0.3333333333333333,,1.0,0.3333333333333333,0.3393978490514598,92,0.0
1,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,proposed_TMT_decay_event_memory,u002_e001,Beta Launch Checklist,0.998681,u002_e001|u002_e002|u002_e003,0.3333333333333333,,1.0,0.3333333333333333,0.3393978490514598,92,0.0
2,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_only,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,0.686812|0.502134,u002_e001|u002_e002|u002_e003,0.6666666666666666,,1.0,0.6666666666666666,0.6606021509485402,190,0.0
2,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,similarity_only,u002_e003|u002_e001,Weekly Stakeholder Update|Beta Launch Checklist,0.03125|0.017857,u002_e001|u002_e002|u002_e003,0.6666666666666666,,1.0,0.6666666666666666,0.7232329748419101,187,0.0
2,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_similarity_hybrid,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,0.318887|0.234293,u002_e001|u002_e002|u002_e003,0.6666666666666666,,1.0,0.6666666666666666,0.6606021509485402,190,0.0
2,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,proposed_TMT_decay_event_memory,u002_e001|u002_e002,Beta Launch Checklist|Customer Interview Notes,0.998681|0.760326,u002_e001|u002_e002|u002_e003,0.6666666666666666,,1.0,0.6666666666666666,0.6606021509485402,190,0.0
3,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_only,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.686812|0.502134|0.344991,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9151505377371351,285,1.0
3,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,similarity_only,u002_e003|u002_e001|u002_e002,Weekly Stakeholder Update|Beta Launch Checklist|Customer Interview Notes,0.03125|0.017857|0.015152,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9777813616305049,285,1.0
3,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_similarity_hybrid,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.318887|0.234293|0.172434,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9151505377371351,285,1.0
3,u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,proposed_TMT_decay_event_memory,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.998681|0.760326|0.754588,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9151505377371351,285,1.0
1,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,recency_only,u003_e001,Book Cover Commission,0.757465,u003_e001,1.0,1.0,1.0,1.0,1.0,107,1.0
1,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,similarity_only,u003_e001,Book Cover Commission,0.0,u003_e001,1.0,1.0,1.0,1.0,1.0,107,1.0
1,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,recency_similarity_hybrid,u003_e001,Book Cover Commission,0.340859,u003_e001,1.0,1.0,1.0,1.0,1.0,107,1.0
1,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,proposed_TMT_decay_event_memory,u003_e001,Book Cover Commission,0.914599,u003_e001,1.0,1.0,1.0,1.0,1.0,107,1.0
2,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,recency_only,u003_e001|u003_e002,Book Cover Commission|Portfolio Refresh,0.757465|0.418312,u003_e001,1.0,1.0,1.0,1.0,1.0,202,1.0
2,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,similarity_only,u003_e001|u003_e002,Book Cover Commission|Portfolio Refresh,0.0|0.0,u003_e001,1.0,1.0,1.0,1.0,1.0,202,1.0
2,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,recency_similarity_hybrid,u003_e001|u003_e002,Book Cover Commission|Portfolio Refresh,0.340859|0.18824,u003_e001,1.0,1.0,1.0,1.0,1.0,202,1.0
2,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,proposed_TMT_decay_event_memory,u003_e001|u003_e003,Book Cover Commission|Color Study Habit,0.914599|0.768871,u003_e001,1.0,1.0,1.0,1.0,1.0,197,1.0
3,u003,u003_q001,task,task_due,哪个客户稿件任务最急？,recency_only,u003_e001|u003_e002|u003_e008,Book Cover Commission|Portfolio Refresh|Recipe Sketch Idea,0.757465|0.418312|0.274145,u003_e001,1.0,1.0,1.0,1.0,1.0,258,1.0
