top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_event_ids,selected_event_titles,selected_event_scores,gold_event_ids,supporting_event_recall,task_status_accuracy,top1_accuracy,top3_recall,NDCG@3,token_cost,llm_can_answer
3,u001,u001_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u001_e015|u001_e014|u001_e007,Mixed review and reminder|Mixed planning for today|健身计划 status update,0.844676|0.792634|0.75873,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.0,0.0,0.3333333333333333,0.21000199575396408,247,0.0
1,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,recency_only,u001_e014,Mixed planning for today,1.0,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,similarity_only,u001_e010,论文实验复现 dependency discussion,0.092308,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.5,1.0,0.3333333333333333,0.38009376671593426,82,0.0
1,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,recency_similarity_hybrid,u001_e015,Mixed review and reminder,0.495833,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,83,0.0
1,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,proposed_TMT_decay_event_memory,u001_e015,Mixed review and reminder,0.92202,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,83,0.0
2,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,recency_only,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,similarity_only,u001_e010|u001_e002,论文实验复现 dependency discussion|论文实验复现 planning,0.092308|0.089552,u001_e002|u001_e006|u001_e010,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7398124665681314,146,0.0
2,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,recency_similarity_hybrid,u001_e015|u001_e016,Mixed review and reminder|Recent irrelevant side matter,0.495833|0.457333,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,160,0.0
2,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,proposed_TMT_decay_event_memory,u001_e015|u001_e014,Mixed review and reminder|Mixed planning for today,0.92202|0.784319,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,175,0.0
3,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,recency_only,u001_e014|u001_e015|u001_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,similarity_only,u001_e010|u001_e002|u001_e006,论文实验复现 dependency discussion|论文实验复现 planning|论文实验复现 status update,0.092308|0.089552|0.089552,u001_e002|u001_e006|u001_e010,1.0,1.0,1.0,1.0,0.9298593499260985,220,1.0
3,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,recency_similarity_hybrid,u001_e015|u001_e016|u001_e014,Mixed review and reminder|Recent irrelevant side matter|Mixed planning for today,0.495833|0.457333|0.456548,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q003,task,task_priority,论文实验复现接下来应该推进什么？,proposed_TMT_decay_event_memory,u001_e015|u001_e014|u001_e007,Mixed review and reminder|Mixed planning for today|健身计划 status update,0.92202|0.784319|0.758506,u001_e002|u001_e006|u001_e010,0.0,0.0,0.0,0.0,0.0,247,0.0
1,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u001_e014,Mixed planning for today,1.0,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u001_e002,论文实验复现 planning,0.119403,u001_e002|u001_e001|u001_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,64,0.0
1,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u001_e016,Recent irrelevant side matter,0.504225,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,77,0.0
1,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u001_e015,Mixed review and reminder,0.854386,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,83,0.0
2,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u001_e002|u001_e016,论文实验复现 planning|Recent irrelevant side matter,0.119403|0.098592,u001_e002|u001_e001|u001_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,141,0.0
2,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u001_e016|u001_e015,Recent irrelevant side matter|Mixed review and reminder,0.504225|0.478947,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,160,0.0
2,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u001_e015|u001_e014,Mixed review and reminder|Mixed planning for today,0.854386|0.784319,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,175,0.0
3,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u001_e014|u001_e015|u001_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u001_e002|u001_e016|u001_e003,论文实验复现 planning|Recent irrelevant side matter|健身计划 planning,0.119403|0.098592|0.069444,u001_e002|u001_e001|u001_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,213,0.0
3,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u001_e016|u001_e015|u001_e018,Recent irrelevant side matter|Mixed review and reminder|Urgent wrong domain,0.504225|0.478947|0.478205,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,243,0.0
3,u001,u001_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u001_e015|u001_e014|u001_e007,Mixed review and reminder|Mixed planning for today|健身计划 status update,0.854386|0.784319|0.758506,u001_e002|u001_e001|u001_e004,0.0,0.0,0.0,0.0,0.0,247,0.0
1,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,recency_only,u001_e014,Mixed planning for today,1.0,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,similarity_only,u001_e005,课程项目汇报 status update,0.153846,u001_e005|u001_e001|u001_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,64,0.0
1,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,recency_similarity_hybrid,u001_e018,Urgent wrong domain,0.504225,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,83,0.0
1,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,proposed_TMT_decay_event_memory,u001_e014,Mixed planning for today,0.859771,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,93,0.0
2,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,recency_only,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,similarity_only,u001_e005|u001_e007,课程项目汇报 status update|健身计划 status update,0.153846|0.123077,u001_e005|u001_e001|u001_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,136,0.0
2,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,recency_similarity_hybrid,u001_e018|u001_e014,Urgent wrong domain|Mixed planning for today,0.504225|0.492857,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,proposed_TMT_decay_event_memory,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,0.859771|0.844676,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,175,0.0
3,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,recency_only,u001_e014|u001_e015|u001_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,similarity_only,u001_e005|u001_e007|u001_e017,课程项目汇报 status update|健身计划 status update|Semantic similar wrong status,0.153846|0.123077|0.115942,u001_e005|u001_e001|u001_e017,0.6666666666666666,0.0,1.0,0.6666666666666666,0.649014791936513,219,0.0
3,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,recency_similarity_hybrid,u001_e018|u001_e014|u001_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.504225|0.492857|0.457333,u001_e005|u001_e001|u001_e017,0.0,0.0,0.0,0.0,0.0,258,0.0
3,u001,u001_q005,task,task_status,课程项目汇报还有什么没完成？,proposed_TMT_decay_event_memory,u001_e014|u001_e015|u001_e001,Mixed planning for today|Mixed review and reminder|课程项目汇报 planning,0.859771|0.844676|0.813102,u001_e005|u001_e001|u001_e017,0.3333333333333333,1.0,0.0,0.3333333333333333,0.2781491965442198,237,0.0
1,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,recency_only,u001_e014,Mixed planning for today,1.0,u001_e006,0.0,1.0,0.0,0.0,0.0,93,0.0
1,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,similarity_only,u001_e010,论文实验复现 dependency discussion,0.20339,u001_e006,0.0,1.0,0.0,0.0,0.0,82,0.0
1,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,recency_similarity_hybrid,u001_e015,Mixed review and reminder,0.495833,u001_e006,0.0,1.0,0.0,0.0,0.0,83,0.0
1,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,proposed_TMT_decay_event_memory,u001_e015,Mixed review and reminder,0.92202,u001_e006,0.0,1.0,0.0,0.0,0.0,83,0.0
2,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,recency_only,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u001_e006,0.0,1.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,similarity_only,u001_e010|u001_e006,论文实验复现 dependency discussion|论文实验复现 status update,0.20339|0.140625,u001_e006,1.0,1.0,0.0,1.0,0.6309297535714574,156,1.0
2,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,recency_similarity_hybrid,u001_e015|u001_e016,Mixed review and reminder|Recent irrelevant side matter,0.495833|0.472603,u001_e006,0.0,1.0,0.0,0.0,0.0,160,0.0
2,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,proposed_TMT_decay_event_memory,u001_e015|u001_e014,Mixed review and reminder|Mixed planning for today,0.92202|0.784319,u001_e006,0.0,1.0,0.0,0.0,0.0,175,0.0
3,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,recency_only,u001_e014|u001_e015|u001_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u001_e006,0.0,1.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,similarity_only,u001_e010|u001_e006|u001_e002,论文实验复现 dependency discussion|论文实验复现 status update|论文实验复现 planning,0.20339|0.140625|0.123077,u001_e006,1.0,1.0,0.0,1.0,0.6309297535714574,220,1.0
3,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,recency_similarity_hybrid,u001_e015|u001_e016|u001_e018,Mixed review and reminder|Recent irrelevant side matter|Urgent wrong domain,0.495833|0.472603|0.456962,u001_e006,0.0,1.0,0.0,0.0,0.0,243,0.0
3,u001,u001_q006,task,task_status,论文实验复现的资料收集完成了吗？,proposed_TMT_decay_event_memory,u001_e015|u001_e014|u001_e007,Mixed review and reminder|Mixed planning for today|健身计划 status update,0.92202|0.784319|0.758506,u001_e006,0.0,1.0,0.0,0.0,0.0,247,0.0
1,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,recency_only,u001_e014,Mixed planning for today,1.0,u001_e007,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,similarity_only,u001_e007,健身计划 status update,0.114286,u001_e007,1.0,1.0,1.0,1.0,1.0,72,1.0
1,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u001_e018,Urgent wrong domain,0.500658,u001_e007,0.0,0.0,0.0,0.0,0.0,83,0.0
1,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u001_e015,Mixed review and reminder,0.854073,u001_e007,0.0,0.0,0.0,0.0,0.0,83,0.0
2,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,recency_only,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u001_e007,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,similarity_only,u001_e007|u001_e018,健身计划 status update|Urgent wrong domain,0.114286|0.092105,u001_e007,1.0,1.0,1.0,1.0,1.0,155,1.0
2,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u001_e018|u001_e015,Urgent wrong domain|Mixed review and reminder,0.500658|0.478571,u001_e007,0.0,0.0,0.0,0.0,0.0,166,0.0
2,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u001_e015|u001_e007,Mixed review and reminder|健身计划 status update,0.854073|0.802868,u001_e007,1.0,1.0,0.0,1.0,0.6309297535714574,155,1.0
3,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,recency_only,u001_e014|u001_e015|u001_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u001_e007,0.0,0.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,similarity_only,u001_e007|u001_e018|u001_e011,健身计划 status update|Urgent wrong domain|Stable preference and profile,0.114286|0.092105|0.084211,u001_e007,1.0,1.0,1.0,1.0,1.0,211,1.0
3,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u001_e018|u001_e015|u001_e014,Urgent wrong domain|Mixed review and reminder|Mixed planning for today,0.500658|0.478571|0.469412,u001_e007,0.0,0.0,0.0,0.0,0.0,258,0.0
3,u001,u001_q007,task,task_status,健身计划那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u001_e015|u001_e007|u001_e014,Mixed review and reminder|健身计划 status update|Mixed planning for today,0.854073|0.802868|0.793121,u001_e007,1.0,1.0,0.0,1.0,0.6309297535714574,247,1.0
1,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,recency_only,u001_e014,Mixed planning for today,1.0,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,similarity_only,u001_e005,课程项目汇报 status update,0.140351,u001_e009|u001_e005,0.5,0.0,1.0,0.5,0.46927872602275644,64,0.0
1,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,recency_similarity_hybrid,u001_e018,Urgent wrong domain,0.500658,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,83,0.0
1,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u001_e015,Mixed review and reminder,0.854073,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,83,0.0
2,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,recency_only,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,similarity_only,u001_e005|u001_e007,课程项目汇报 status update|健身计划 status update,0.140351|0.114286,u001_e009|u001_e005,0.5,0.0,1.0,0.5,0.46927872602275644,136,0.0
2,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,recency_similarity_hybrid,u001_e018|u001_e014,Urgent wrong domain|Mixed planning for today,0.500658|0.490244,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u001_e015|u001_e014,Mixed review and reminder|Mixed planning for today,0.854073|0.84675,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,175,0.0
3,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,recency_only,u001_e014|u001_e015|u001_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,similarity_only,u001_e005|u001_e007|u001_e017,课程项目汇报 status update|健身计划 status update|Semantic similar wrong status,0.140351|0.114286|0.108108,u001_e009|u001_e005,0.5,0.0,1.0,0.5,0.46927872602275644,219,0.0
3,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,recency_similarity_hybrid,u001_e018|u001_e014|u001_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.500658|0.490244|0.463924,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,258,0.0
3,u001,u001_q008,task,task_context,课程项目汇报为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u001_e015|u001_e014|u001_e001,Mixed review and reminder|Mixed planning for today|课程项目汇报 planning,0.854073|0.84675|0.799382,u001_e009|u001_e005,0.0,0.0,0.0,0.0,0.0,237,0.0
1,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,recency_only,u001_e014,Mixed planning for today,1.0,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,93,0.0
1,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,similarity_only,u001_e004,奖学金材料 planning,0.112903,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,72,0.0
1,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,recency_similarity_hybrid,u001_e018,Urgent wrong domain,0.471711,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,83,0.0
1,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,proposed_TMT_decay_event_memory,u001_e015,Mixed review and reminder,0.844676,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,83,0.0
2,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,recency_only,u001_e014|u001_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,similarity_only,u001_e004|u001_e008,奖学金材料 planning|奖学金材料 status update,0.112903|0.107692,u001_e008|u001_e020,0.5,1.0,0.0,0.5,0.52129602861432,146,0.0
2,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,recency_similarity_hybrid,u001_e018|u001_e014,Urgent wrong domain|Mixed planning for today,0.471711|0.456627,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,175,0.0
2,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,proposed_TMT_decay_event_memory,u001_e015|u001_e014,Mixed review and reminder|Mixed planning for today,0.844676|0.784319,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,175,0.0
3,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,recency_only,u001_e014|u001_e015|u001_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u001_e008|u001_e020,0.0,1.0,0.0,0.0,0.0,252,0.0
3,u001,u001_q009,task,task_context,奖学金材料当前有效计划是什么？,similarity_only,u001_e004|u001_e008|u001_e020,奖学金材料 planning|奖学金材料 status update|Superseded MU distractor,0.112903|0.107692|0.085714,u001_e008|u001_e020,1.0,1.0,0.0,1.0,0.6590018048024133,228,1.0
