user_id,query_id,query_mode,query_subtype,query,method,selected_event_ids,selected_event_titles,selected_event_scores,gold_event_ids,supporting_event_recall,task_status_accuracy,top1_accuracy,top3_recall,NDCG@3,token_cost,llm_can_answer
u002,u002_q001,task,task_priority,今天上线前我最该盯住什么？,proposed_TMT_decay_event_memory,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,1.0|0.765247|0.536547,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_only,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.686812|0.502134|0.344991,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,similarity_only,u002_e001|u002_e003|u002_e002,Beta Launch Checklist|Weekly Stakeholder Update|Customer Interview Notes,0.045455|0.037736|0.018182,u002_e001|u002_e002,1.0,1.0,1.0,1.0,0.9385574520455129,285,1.0
u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,recency_similarity_hybrid,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.334065|0.23596|0.176001,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
u002,u002_q002,task,task_status,哪些 beta launch 任务还没完成？,proposed_TMT_decay_event_memory,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,1.0|0.776963|0.54164,u002_e001|u002_e002,1.0,1.0,1.0,1.0,1.0,285,1.0
u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_only,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.686812|0.502134|0.344991,u002_e003|u002_e001,1.0,,1.0,1.0,0.8212377705398237,285,1.0
u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,similarity_only,u002_e003|u002_e001|u002_e002,Weekly Stakeholder Update|Beta Launch Checklist|Customer Interview Notes,0.036364|0.021277|0.0,u002_e003|u002_e001,1.0,,1.0,1.0,1.0,285,1.0
u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,recency_similarity_hybrid,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.320768|0.22596|0.175246,u002_e003|u002_e001,1.0,,1.0,1.0,0.8212377705398237,285,1.0
u002,u002_q003,chat,chat_preference,我写 stakeholder update 时有什么格式偏好？,proposed_TMT_decay_event_memory,u002_e001|u002_e003|u002_e002,Beta Launch Checklist|Weekly Stakeholder Update|Customer Interview Notes,0.987012|0.761224|0.7563,u002_e003|u002_e001,1.0,,1.0,1.0,0.9134015924715543,285,1.0
u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_only,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.686812|0.502134|0.344991,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9151505377371351,285,1.0
u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,similarity_only,u002_e003|u002_e001|u002_e002,Weekly Stakeholder Update|Beta Launch Checklist|Customer Interview Notes,0.03125|0.017857|0.015152,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9777813616305049,285,1.0
u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,recency_similarity_hybrid,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.318887|0.234293|0.172434,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9151505377371351,285,1.0
u002,u002_q004,chat,mixed,帮我准备一个今天的 launch update，要结合客户反馈和风险。,proposed_TMT_decay_event_memory,u002_e001|u002_e002|u002_e003,Beta Launch Checklist|Customer Interview Notes|Weekly Stakeholder Update,0.998681|0.760326|0.754588,u002_e001|u002_e002|u002_e003,1.0,,1.0,1.0,0.9151505377371351,285,1.0
u003,u003_q001,task,task_due,哪个客户稿件任务最急？,recency_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.757465|0.418312|0.233028,u003_e001,1.0,1.0,1.0,1.0,1.0,293,1.0
u003,u003_q001,task,task_due,哪个客户稿件任务最急？,similarity_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.0|0.0|0.0,u003_e001,1.0,1.0,1.0,1.0,1.0,293,1.0
u003,u003_q001,task,task_due,哪个客户稿件任务最急？,recency_similarity_hybrid,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.340859|0.18824|0.104863,u003_e001,1.0,1.0,1.0,1.0,1.0,293,1.0
u003,u003_q001,task,task_due,哪个客户稿件任务最急？,proposed_TMT_decay_event_memory,u003_e001|u003_e003|u003_e002,Book Cover Commission|Color Study Habit|Portfolio Refresh,0.914599|0.768871|0.599323,u003_e001,1.0,1.0,1.0,1.0,1.0,293,1.0
u003,u003_q002,task,task_status,我还有哪些作品集相关任务没做完？,recency_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.757465|0.418312|0.233028,u003_e002,1.0,1.0,0.0,1.0,0.6309297535714574,293,1.0
u003,u003_q002,task,task_status,我还有哪些作品集相关任务没做完？,similarity_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.0|0.0|0.0,u003_e002,1.0,1.0,0.0,1.0,0.6309297535714574,293,1.0
u003,u003_q002,task,task_status,我还有哪些作品集相关任务没做完？,recency_similarity_hybrid,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.340859|0.18824|0.104863,u003_e002,1.0,1.0,0.0,1.0,0.6309297535714574,293,1.0
u003,u003_q002,task,task_status,我还有哪些作品集相关任务没做完？,proposed_TMT_decay_event_memory,u003_e001|u003_e003|u003_e002,Book Cover Commission|Color Study Habit|Portfolio Refresh,0.914599|0.768871|0.599323,u003_e002,1.0,1.0,0.0,1.0,0.5,293,1.0
u003,u003_q003,chat,chat_preference,我给客户发消息时语气应该怎样？,recency_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.757465|0.418312|0.233028,u003_e001,1.0,,1.0,1.0,1.0,293,1.0
u003,u003_q003,chat,chat_preference,我给客户发消息时语气应该怎样？,similarity_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.0|0.0|0.0,u003_e001,1.0,,1.0,1.0,1.0,293,1.0
u003,u003_q003,chat,chat_preference,我给客户发消息时语气应该怎样？,recency_similarity_hybrid,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.340859|0.18824|0.104863,u003_e001,1.0,,1.0,1.0,1.0,293,1.0
u003,u003_q003,chat,chat_preference,我给客户发消息时语气应该怎样？,proposed_TMT_decay_event_memory,u003_e001|u003_e003|u003_e002,Book Cover Commission|Color Study Habit|Portfolio Refresh,0.864188|0.822653|0.689201,u003_e001,1.0,,1.0,1.0,1.0,293,1.0
u003,u003_q004,chat,mixed,今天下午安排画稿时，帮我考虑创作习惯和马上到期的任务。,recency_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.757465|0.418312|0.233028,u003_e001|u003_e003,1.0,,1.0,1.0,0.9197207891481876,293,1.0
u003,u003_q004,chat,mixed,今天下午安排画稿时，帮我考虑创作习惯和马上到期的任务。,similarity_only,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.0|0.0|0.0,u003_e001|u003_e003,1.0,,1.0,1.0,0.9197207891481876,293,1.0
u003,u003_q004,chat,mixed,今天下午安排画稿时，帮我考虑创作习惯和马上到期的任务。,recency_similarity_hybrid,u003_e001|u003_e002|u003_e003,Book Cover Commission|Portfolio Refresh|Color Study Habit,0.340859|0.18824|0.104863,u003_e001|u003_e003,1.0,,1.0,1.0,0.9197207891481876,293,1.0
u003,u003_q004,chat,mixed,今天下午安排画稿时，帮我考虑创作习惯和马上到期的任务。,proposed_TMT_decay_event_memory,u003_e001|u003_e003|u003_e002,Book Cover Commission|Color Study Habit|Portfolio Refresh,0.864188|0.822653|0.689201,u003_e001|u003_e003,1.0,,1.0,1.0,1.0,293,1.0
u004,u004_q001,task,task_due,今天必须处理的医院相关事项是什么？,recency_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.639402|0.546719|0.316088,u004_e002,1.0,1.0,0.0,1.0,0.6309297535714574,295,1.0
u004,u004_q001,task,task_due,今天必须处理的医院相关事项是什么？,similarity_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.0|0.0|0.0,u004_e002,1.0,1.0,0.0,1.0,0.6309297535714574,295,1.0
u004,u004_q001,task,task_due,今天必须处理的医院相关事项是什么？,recency_similarity_hybrid,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.287731|0.246024|0.142239,u004_e002,1.0,1.0,0.0,1.0,0.6309297535714574,295,1.0
u004,u004_q001,task,task_due,今天必须处理的医院相关事项是什么？,proposed_TMT_decay_event_memory,u004_e001|u004_e003|u004_e002,Board Exam Study Plan|Family Weekend Logistics|Hospital Shift Admin,0.966991|0.866889|0.83429,u004_e002,1.0,1.0,0.0,1.0,0.5,295,1.0
u004,u004_q002,task,task_priority,考试复习里哪个任务更紧急？,recency_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.639402|0.546719|0.316088,u004_e001,1.0,1.0,1.0,1.0,1.0,295,1.0
u004,u004_q002,task,task_priority,考试复习里哪个任务更紧急？,similarity_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.0|0.0|0.0,u004_e001,1.0,1.0,1.0,1.0,1.0,295,1.0
u004,u004_q002,task,task_priority,考试复习里哪个任务更紧急？,recency_similarity_hybrid,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.287731|0.246024|0.142239,u004_e001,1.0,1.0,1.0,1.0,1.0,295,1.0
u004,u004_q002,task,task_priority,考试复习里哪个任务更紧急？,proposed_TMT_decay_event_memory,u004_e001|u004_e003|u004_e002,Board Exam Study Plan|Family Weekend Logistics|Hospital Shift Admin,0.966991|0.866889|0.83429,u004_e001,1.0,1.0,1.0,1.0,1.0,295,1.0
u004,u004_q003,chat,chat_preference,我累的时候喜欢什么样的解释？,recency_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.639402|0.546719|0.316088,u004_e003,1.0,,0.0,1.0,0.5,295,1.0
u004,u004_q003,chat,chat_preference,我累的时候喜欢什么样的解释？,similarity_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.0|0.0|0.0,u004_e003,1.0,,0.0,1.0,0.5,295,1.0
u004,u004_q003,chat,chat_preference,我累的时候喜欢什么样的解释？,recency_similarity_hybrid,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.287731|0.246024|0.142239,u004_e003,1.0,,0.0,1.0,0.5,295,1.0
u004,u004_q003,chat,chat_preference,我累的时候喜欢什么样的解释？,proposed_TMT_decay_event_memory,u004_e001|u004_e003|u004_e002,Board Exam Study Plan|Family Weekend Logistics|Hospital Shift Admin,0.905163|0.863217|0.851088,u004_e003,1.0,,0.0,1.0,0.6309297535714574,295,1.0
u004,u004_q004,chat,mixed,帮我安排一个下班后的复习计划，同时别忘了临近截止的行政事项。,recency_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.639402|0.546719|0.316088,u004_e001|u004_e002,1.0,,1.0,1.0,1.0,295,1.0
u004,u004_q004,chat,mixed,帮我安排一个下班后的复习计划，同时别忘了临近截止的行政事项。,similarity_only,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.0|0.0|0.0,u004_e001|u004_e002,1.0,,1.0,1.0,1.0,295,1.0
u004,u004_q004,chat,mixed,帮我安排一个下班后的复习计划，同时别忘了临近截止的行政事项。,recency_similarity_hybrid,u004_e001|u004_e002|u004_e003,Board Exam Study Plan|Hospital Shift Admin|Family Weekend Logistics,0.287731|0.246024|0.142239,u004_e001|u004_e002,1.0,,1.0,1.0,1.0,295,1.0
u004,u004_q004,chat,mixed,帮我安排一个下班后的复习计划，同时别忘了临近截止的行政事项。,proposed_TMT_decay_event_memory,u004_e001|u004_e003|u004_e002,Board Exam Study Plan|Family Weekend Logistics|Hospital Shift Admin,0.905163|0.863217|0.851088,u004_e001|u004_e002,1.0,,1.0,1.0,0.9197207891481876,295,1.0
u005,u005_q001,task,task_due,办公室搬迁今天最紧急的事是什么？,recency_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.674054|0.564074|0.260866,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q001,task,task_due,办公室搬迁今天最紧急的事是什么？,similarity_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.0|0.0|0.0,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q001,task,task_due,办公室搬迁今天最紧急的事是什么？,recency_similarity_hybrid,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.303324|0.253833|0.11739,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q001,task,task_due,办公室搬迁今天最紧急的事是什么？,proposed_TMT_decay_event_memory,u005_e002|u005_e001|u005_e003,Vendor Contract Review|Office Relocation Logistics|Weekend Travel Packing,1.0|0.895059|0.464482,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q002,task,task_status,哪些 vendor 相关任务还没完成？,recency_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.674054|0.564074|0.260866,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q002,task,task_status,哪些 vendor 相关任务还没完成？,similarity_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.018868|0.017544|0.0,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q002,task,task_status,哪些 vendor 相关任务还没完成？,recency_similarity_hybrid,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.313702|0.263483|0.11739,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q002,task,task_status,哪些 vendor 相关任务还没完成？,proposed_TMT_decay_event_memory,u005_e002|u005_e001|u005_e003,Vendor Contract Review|Office Relocation Logistics|Weekend Travel Packing,1.0|0.895475|0.464482,u005_e001|u005_e002,1.0,1.0,1.0,1.0,1.0,311,1.0
u005,u005_q003,chat,chat_preference,我比较供应商时喜欢什么格式？,recency_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.674054|0.564074|0.260866,u005_e001|u005_e002,1.0,,1.0,1.0,1.0,311,1.0
u005,u005_q003,chat,chat_preference,我比较供应商时喜欢什么格式？,similarity_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.0|0.0|0.0,u005_e001|u005_e002,1.0,,1.0,1.0,1.0,311,1.0
u005,u005_q003,chat,chat_preference,我比较供应商时喜欢什么格式？,recency_similarity_hybrid,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.303324|0.253833|0.11739,u005_e001|u005_e002,1.0,,1.0,1.0,1.0,311,1.0
u005,u005_q003,chat,chat_preference,我比较供应商时喜欢什么格式？,proposed_TMT_decay_event_memory,u005_e002|u005_e001|u005_e003,Vendor Contract Review|Office Relocation Logistics|Weekend Travel Packing,0.912937|0.842679|0.687635,u005_e001|u005_e002,1.0,,1.0,1.0,0.9134015924715543,311,1.0
u005,u005_q004,chat,mixed,帮我做今天的搬迁决策提醒，结合供应商偏好和快到期任务。,recency_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.674054|0.564074|0.260866,u005_e001|u005_e002,1.0,,1.0,1.0,1.0,311,1.0
u005,u005_q004,chat,mixed,帮我做今天的搬迁决策提醒，结合供应商偏好和快到期任务。,similarity_only,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.0|0.0|0.0,u005_e001|u005_e002,1.0,,1.0,1.0,1.0,311,1.0
u005,u005_q004,chat,mixed,帮我做今天的搬迁决策提醒，结合供应商偏好和快到期任务。,recency_similarity_hybrid,u005_e001|u005_e002|u005_e003,Office Relocation Logistics|Vendor Contract Review|Weekend Travel Packing,0.303324|0.253833|0.11739,u005_e001|u005_e002,1.0,,1.0,1.0,1.0,311,1.0
u005,u005_q004,chat,mixed,帮我做今天的搬迁决策提醒，结合供应商偏好和快到期任务。,proposed_TMT_decay_event_memory,u005_e002|u005_e001|u005_e003,Vendor Contract Review|Office Relocation Logistics|Weekend Travel Packing,0.912937|0.842679|0.687635,u005_e001|u005_e002,1.0,,1.0,1.0,1.0,311,1.0
