top_k,ablation,user_id,query_id,query_mode,query_subtype,hard_case_tag,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_roles,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,wrong_domain_intrusion_rate,stale_memory_intrusion_rate,completed_task_intrusion_rate,completed_todo_retro_recall,active_todo_precision,wrong_domain_urgent_intrusion_rate,stale_preference_intrusion_rate,far_deadline_before_near_rate,deadline_ranking_accuracy,memory_token_cost
10,wo_role_matrix,u001,u001_q001,task,task_due,,我最近最该先处理哪个课程项目汇报任务？,u001_m053|u001_m033|u001_m002|u001_m001|u001_m054|u001_m034|u001_m035|u001_m070|u001_m049|u001_m018,u001_e014|u001_e009|u001_e001|u001_e001|u001_e014|u001_e009|u001_e009|u001_e018|u001_e013|u001_e005,constraint|dependency|todo|todo|todo|todo|constraint|constraint|preference|status_update,fact_context|fact_context|active_todo|active_todo|active_todo|active_todo|fact_context|fact_context|preference|fact_context,0.514861|0.438131|0.431751|0.416731|0.411192|0.40511|0.396245|0.371512|0.356936|0.336536,u001_m002|u001_m001|u001_m034,u001_e001|u001_e009,1.0,0.5947003860802221,0.0,1.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,169
10,wo_domain_gate,u001,u001_q001,task,task_due,,我最近最该先处理哪个课程项目汇报任务？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001|u001_m005|u001_m053|u001_m033|u001_m035|u001_m070,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001|u001_e002|u001_e014|u001_e009|u001_e009|u001_e018,todo|todo|todo|todo|todo|todo|constraint|dependency|constraint|constraint,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|fact_context|fact_context|fact_context,0.431751|0.416731|0.411192|0.40511|0.149223|0.120702|0.102972|0.087626|0.079249|0.074302,u001_m002|u001_m001|u001_m034,u001_e001|u001_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,181
10,wo_tmt_condition,u001,u001_q001,task,task_due,,我最近最该先处理哪个课程项目汇报任务？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m005|u001_m053|u001_m033|u001_m035|u001_m070|u001_m018,u001_e001|u001_e001|u001_e014|u001_e009|u001_e002|u001_e014|u001_e009|u001_e009|u001_e018|u001_e005,todo|todo|todo|todo|todo|constraint|dependency|constraint|constraint|status_update,active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|fact_context|fact_context|fact_context|fact_context,0.431751|0.416731|0.411192|0.40511|0.120702|0.102972|0.087626|0.079249|0.074302|0.067307,u001_m002|u001_m001|u001_m034,u001_e001|u001_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,178
10,wo_eisenhower,u001,u001_q001,task,task_due,,我最近最该先处理哪个课程项目汇报任务？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m025|u001_m053|u001_m058|u001_m033|u001_m038|u001_m035,u001_e001|u001_e001|u001_e014|u001_e009|u001_e007|u001_e014|u001_e015|u001_e009|u001_e010|u001_e009,todo|todo|todo|todo|todo|constraint|todo|dependency|todo|constraint,active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|active_todo|fact_context|active_todo|fact_context,0.431751|0.416731|0.411192|0.40511|0.109328|0.102972|0.09029|0.087626|0.082324|0.079249,u001_m002|u001_m001|u001_m034,u001_e001|u001_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,175
5,full_core_v2,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.292477|0.282301|0.278549|0.274429|0.149223,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,93
5,wo_embedding,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m053,u001_e001|u001_e001|u001_e014|u001_e009|u001_e014,todo|todo|todo|todo|constraint,active_todo|active_todo|active_todo|active_todo|fact_context,0.075606|0.071938|0.07148|0.069467|0.017775,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,94
5,wo_decay,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.292477|0.282301|0.278549|0.274429|0.149223,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,93
5,wo_role_matrix,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m049|u001_m053|u001_m041|u001_m042|u001_m033,u001_e013|u001_e014|u001_e011|u001_e011|u001_e009,preference|constraint|preference|profile|dependency,preference|fact_context|preference|preference|fact_context,0.356936|0.348777|0.329863|0.306371|0.296799,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,61
5,wo_domain_gate,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.292477|0.282301|0.278549|0.274429|0.149223,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,93
5,wo_tmt_condition,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.292477|0.282301|0.278549|0.274429|0.149223,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,93
5,wo_eisenhower,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.292477|0.282301|0.278549|0.274429|0.149223,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,93
10,full_core_v2,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001|u001_m005|u001_m053|u001_m013|u001_m033|u001_m035,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001|u001_e002|u001_e014|u001_e004|u001_e009|u001_e009,todo|todo|todo|todo|todo|todo|constraint|todo|dependency|constraint,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|active_todo|fact_context|fact_context,0.292477|0.282301|0.278549|0.274429|0.149223|0.120702|0.069755|0.061054|0.05936|0.053685,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,173
10,wo_embedding,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m053|u001_m033|u001_m035|u001_m070|u001_m018|u001_m066,u001_e001|u001_e001|u001_e014|u001_e009|u001_e014|u001_e009|u001_e009|u001_e018|u001_e005|u001_e017,todo|todo|todo|todo|constraint|dependency|constraint|constraint|status_update|constraint,active_todo|active_todo|active_todo|active_todo|fact_context|fact_context|fact_context|fact_context|fact_context|fact_context,0.075606|0.071938|0.07148|0.069467|0.017775|0.015463|0.01422|0.012583|0.011878|0.009906,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,182
10,wo_decay,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001|u001_m005|u001_m053|u001_m013|u001_m033|u001_m018,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001|u001_e002|u001_e014|u001_e004|u001_e009|u001_e005,todo|todo|todo|todo|todo|todo|constraint|todo|dependency|status_update,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|active_todo|fact_context|fact_context,0.292477|0.282301|0.278549|0.274429|0.149223|0.120702|0.063|0.061054|0.0588|0.05712,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,175
10,wo_role_matrix,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m049|u001_m053|u001_m041|u001_m042|u001_m033|u001_m002|u001_m001|u001_m054|u001_m034|u001_m035,u001_e013|u001_e014|u001_e011|u001_e011|u001_e009|u001_e001|u001_e001|u001_e014|u001_e009|u001_e009,preference|constraint|preference|profile|dependency|todo|todo|todo|todo|constraint,preference|fact_context|preference|preference|fact_context|active_todo|active_todo|active_todo|active_todo|fact_context,0.356936|0.348777|0.329863|0.306371|0.296799|0.292477|0.282301|0.278549|0.274429|0.268424,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.2244126605837711,0.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,149
10,wo_domain_gate,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001|u001_m005|u001_m053|u001_m013|u001_m033|u001_m035,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001|u001_e002|u001_e014|u001_e004|u001_e009|u001_e009,todo|todo|todo|todo|todo|todo|constraint|todo|dependency|constraint,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|active_todo|fact_context|fact_context,0.292477|0.282301|0.278549|0.274429|0.149223|0.120702|0.069755|0.061054|0.05936|0.053685,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,173
10,wo_tmt_condition,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001|u001_m005|u001_m053|u001_m013|u001_m033|u001_m035,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001|u001_e002|u001_e014|u001_e004|u001_e009|u001_e009,todo|todo|todo|todo|todo|todo|constraint|todo|dependency|constraint,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|active_todo|fact_context|fact_context,0.292477|0.282301|0.278549|0.274429|0.149223|0.120702|0.069755|0.061054|0.05936|0.053685,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,173
10,wo_eisenhower,u001,u001_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m0001|u001_m025|u001_m058|u001_m038|u001_m005|u001_m009,u001_e001|u001_e001|u001_e014|u001_e009|u001_e0001|u001_e007|u001_e015|u001_e010|u001_e002|u001_e003,todo|todo|todo|todo|todo|todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|active_todo,0.292477|0.282301|0.278549|0.274429|0.149223|0.109328|0.09029|0.082324|0.071295|0.070698,u001_m002|u001_m069|u001_m026,u001_e001|u001_e018|u001_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,173
5,full_core_v2,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m0001|u001_m002|u001_m001|u001_m054,u001_e002|u001_e0001|u001_e001|u001_e001|u001_e014,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.253474|0.149223|0.139275|0.134429|0.132642,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.5701406500739014,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,90
5,wo_embedding,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m037|u001_m039|u001_m023|u001_m022,u001_e002|u001_e010|u001_e010|u001_e006|u001_e006,todo|dependency|constraint|dependency|status_update,active_todo|fact_context|fact_context|fact_context|fact_context,0.182394|0.065861|0.053512|0.052423|0.051471,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.6666666666666666,0.7338381252682711,1.0,0.5,1.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,70
5,wo_decay,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m0001|u001_m002|u001_m001|u001_m054,u001_e002|u001_e0001|u001_e001|u001_e001|u001_e014,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.253474|0.149223|0.139275|0.134429|0.132642,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.5701406500739014,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,90
5,wo_role_matrix,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m049|u001_m042|u001_m057|u001_m037|u001_m005,u001_e013|u001_e011|u001_e015|u001_e010|u001_e002,preference|profile|preference|dependency|todo,preference|preference|preference|fact_context|active_todo,0.356936|0.306371|0.299017|0.261407|0.253474,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.2205605109996152,0.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,64
5,wo_domain_gate,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m0001|u001_m002|u001_m001|u001_m054,u001_e002|u001_e0001|u001_e001|u001_e001|u001_e014,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.253474|0.149223|0.139275|0.134429|0.132642,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.5701406500739014,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,90
5,wo_tmt_condition,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m0001|u001_m002|u001_m001|u001_m054,u001_e002|u001_e0001|u001_e001|u001_e001|u001_e014,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.253474|0.149223|0.139275|0.134429|0.132642,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.5701406500739014,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,90
5,wo_eisenhower,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m058|u001_m038|u001_m005|u001_m0001|u001_m006,u001_e015|u001_e010|u001_e002|u001_e0001|u001_e002,todo|todo|todo|todo|todo,active_todo|active_todo|active_todo|active_todo|active_todo,0.18961|0.17288|0.14972|0.149223|0.144166,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.6666666666666666,0.5248827916050821,0.0,1.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,85
10,full_core_v2,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m0001|u001_m002|u001_m001|u001_m054|u001_m034|u001_m037|u001_m022|u001_m039|u001_m058,u001_e002|u001_e0001|u001_e001|u001_e001|u001_e014|u001_e009|u001_e010|u001_e006|u001_e010|u001_e015,todo|todo|todo|todo|todo|todo|dependency|status_update|constraint|todo,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|fact_context|fact_context|active_todo,0.253474|0.149223|0.139275|0.134429|0.132642|0.130681|0.078422|0.073459|0.065935|0.061091,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.5701406500739014,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,168
10,wo_embedding,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m037|u001_m039|u001_m023|u001_m022|u001_m058|u001_m006|u001_m038|u001_m057|u001_m040,u001_e002|u001_e010|u001_e010|u001_e006|u001_e006|u001_e015|u001_e002|u001_e010|u001_e015|u001_e010,todo|dependency|constraint|dependency|status_update|todo|todo|todo|preference|fact,active_todo|fact_context|fact_context|fact_context|fact_context|active_todo|active_todo|active_todo|preference|fact_context,0.182394|0.065861|0.053512|0.052423|0.051471|0.049581|0.039094|0.038048|0.022782|0.021549,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,1.0,0.8537443585523368,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,168
10,wo_decay,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m0001|u001_m002|u001_m001|u001_m054|u001_m034|u001_m037|u001_m022|u001_m023|u001_m058,u001_e002|u001_e0001|u001_e001|u001_e001|u001_e014|u001_e009|u001_e010|u001_e006|u001_e006|u001_e015,todo|todo|todo|todo|todo|todo|dependency|status_update|dependency|todo,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|fact_context|fact_context|active_todo,0.253474|0.149223|0.139275|0.134429|0.132642|0.130681|0.07056|0.06552|0.063|0.061091,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.6666666666666666,0.6845602750203054,1.0,0.5,1.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,164
10,wo_role_matrix,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m049|u001_m042|u001_m057|u001_m037|u001_m005|u001_m022|u001_m039|u001_m007|u001_m023|u001_m0002,u001_e013|u001_e011|u001_e015|u001_e010|u001_e002|u001_e006|u001_e010|u001_e002|u001_e006|u001_e0001,preference|profile|preference|dependency|todo|status_update|constraint|preference|dependency|todo,preference|preference|preference|fact_context|active_todo|fact_context|fact_context|preference|fact_context|completed_todo,0.356936|0.306371|0.299017|0.261407|0.253474|0.244863|0.219782|0.2119|0.200681|0.189723,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.6666666666666666,0.3349801359460192,0.0,0.5,1.0,0.5,,0.0,,0.1,,0.5,0.0,,0.0,0.0,135
10,wo_domain_gate,u001,u001_q003,task,task_priority,,论文实验复现接下来应该推进什么？,u001_m005|u001_m0001|u001_m002|u001_m001|u001_m054|u001_m034|u001_m037|u001_m022|u001_m039|u001_m058,u001_e002|u001_e0001|u001_e001|u001_e001|u001_e014|u001_e009|u001_e010|u001_e006|u001_e010|u001_e015,todo|todo|todo|todo|todo|todo|dependency|status_update|constraint|todo,active_todo|active_todo|active_todo|active_todo|active_todo|active_todo|fact_context|fact_context|fact_context|active_todo,0.253474|0.149223|0.139275|0.134429|0.132642|0.130681|0.078422|0.073459|0.065935|0.061091,u001_m005|u001_m023|u001_m038,u001_e002|u001_e006|u001_e010,0.3333333333333333,0.5701406500739014,1.0,0.5,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,168
